106,Best path cluster-based routing : an energy efficient algorithm for improving LEACH / Elham Babaee Salar Abadi.- Details in Pendeta Discovery
107,The bibliographic control of dictionaries published in Malaysia between 1990-2005 / Nor Hamsiah binti Ahmad Hosaini.- Details in Pendeta Discovery
108,A bibliographic survey on baba literature focus on chinese literary translated works into Baba Malay / Yoong Suan Kui.- Details in Pendeta Discovery
109,A blog-based discussion tool for software project management course / Janagiammal a/p Ramasamy.- Details in Pendeta Discovery
110,botAnalytics : improving HTTP-based botnet detection by using network behavior analysis system / Meisam Eslahi.- Details in Pendeta Discovery
111,A broad survey of Web-based Bioinformatics research and data mining using BLAST / by Tan Wooi Keng.- Details in Pendeta Discovery
112,A built-in self-testable bit-slice processor / Ibrahim Abubakr M.- Details in Pendeta Discovery
113,Business process reengineering (BPR) in Malaysia / Malathi Letchumanan.- Details in Pendeta Discovery
114,A C++ standard template library intelligent tutoring system with Bayesian and fuzzy logic student model / Christine Lee Siew Ken.- Details in Pendeta Discovery
115,A cadastral web-mapping solution for a Libyan district / Amal Omar Abdulghader S. Omar.- Details in Pendeta Discovery
116,Campus based e-commerce portal of University of Malaya / Ahmed Abdelaziz Abdeltif Osman.- Details in Pendeta Discovery
117,Capturing and using mashup technology in extending the web contents of an scrapbooking tool / Yee Theen Gee.- Details in Pendeta Discovery
118,Career counselling system / Kalaivani a/p K. Radakrishnan.- Details in Pendeta Discovery
119,A case based reasoning approach for dynamic honeypot / Wira Zanoramy Ansiry Zakaria- Details in Pendeta Discovery
120,A case tool for code inspection / by Siti Hajar binti Alias.- Details in Pendeta Discovery
121,A case tool for UML via meta-modeling approach / Rosnafisah binti Sulaiman.- Details in Pendeta Discovery
122,A CASE tool for workflow system / Salim F.S. Hlayel.- Details in Pendeta Discovery
123,Centralization of authentication and authorization services in a heterogeneous set of web-based applications / Almir Cajic.- Details in Pendeta Discovery
124,CETLs : a collaborative learning system to support students group activities using think-pair-share technique / Ainie Hayati Noruzman.- Details in Pendeta Discovery
125,Chat archive visualisation using timeline presentational structure / Nona Ashraf Zadeh.- Details in Pendeta Discovery
126,Chat persistency using speech acts and explicit referencing techniques / Mohsen Rahimifar.- Details in Pendeta Discovery
127,Children and young adults' award-winning literature in Malaysia 1957-2006 : a bibliographic study / Nor Alina Ong.- Details in Pendeta Discovery
128,A citation analysis of MLIS dissertations submitted to University of Malaya (2000-2005) / Yeap Chun Keat.- Details in Pendeta Discovery
129,A citation analysis of theses and dissertations in education submitted to the University of Malaya / by Sapiah Sakri.- Details in Pendeta Discovery
130,Classes of interval-valued fuzzy relational inference templates / Lim Guan Cheng.- Details in Pendeta Discovery
131,Classification of acute leukemia using image processing and machine learning techniques / Hayan Tareq Abdul Wahhab.- Details in Pendeta Discovery
132,Classification of real time traffic in heterogeneous networks / Raenu s/o Kolandaisamy.- Details in Pendeta Discovery
133,Clinical Management System (CliniSys) / Saravanan a/l Govindasamy.- Details in Pendeta Discovery
134,Clustering of large time-series datasets using a multi-step approach / Saeed Reza Aghabozorgi Sahaf Yazdi.- Details in Pendeta Discovery
135,Clustering of XML Documents for Retrieval of Heterogeneous Digital Libraries / Nafisseh Samadi.- Details in Pendeta Discovery
136,A code generator tool for the gamma design patterns / Novia Indriaty Admodisastro.- Details in Pendeta Discovery
137,Cognitive load theory based model in mathematics software / Erni Marlina binti Saari.- Details in Pendeta Discovery
138,A cognitive tool for visualising mathematical concepts / Thanaletchumi Dharmalingam.- Details in Pendeta Discovery
139,Collaborative E-learning tool for secondary schools / Zahra Lotfi.- Details in Pendeta Discovery
140,Collaborative requirement elicitation with visualization techniques for SaaS application / Dariush Mohammadi.- Details in Pendeta Discovery
141,Collaborative teaching environment system using think-pair-share technique / Nik Azlina bt Nik Mahmood @ Nik Ahmad.- Details in Pendeta Discovery
142,Collaborative workflow for lean production in a repair and overhaul industry / Lai Mei Yoon.- Details in Pendeta Discovery
143,Collaborative workspace support for heuristic evaluation method / Elahe Khadivi.- Details in Pendeta Discovery
144,Collection development of selected school resource centres in Sri Lanka / W. Sunil.- Details in Pendeta Discovery
145,A colour based image retrieval system using global colour histrogram and harbin with image segmentation / Cheong Yew Kit.- Details in Pendeta Discovery
146,Combating fraud and theft threats at host level using intrusion prevention system / Murugan s/o Thangavelu.- Details in Pendeta Discovery
147,Compact composite descriptors for Content Based Image Retrieval / Safinaz Mustapha.- Details in Pendeta Discovery
148,A comparative study of data mining techniques in predicting consumer credit card risks in bank / Ling Kock Sheng.- Details in Pendeta Discovery
149,A comparative study of machine learning methods for android malware detection / Fairuz Amalina Binti Narudin.- Details in Pendeta Discovery
150,A comparison  of genetic algorithms and graph colouring algorithms in solving a timetabling problem / Sayani binti Puteh.- Details in Pendeta Discovery
151,Comparison of information visualisation techniques in presenting Quran histories and atlas / Jananatul Akmal binti Muhd Talib.- Details in Pendeta Discovery
152,Comparison of information visualization techniques in presenting Quran for disable children / Nima Zolghadr- Details in Pendeta Discovery
153,Competencies and personal qualities required of information professionals working in the Malaysian Multimedia Super Corridor (MSC) status companies / Norliya Ahmad Kassim.- Details in Pendeta Discovery
154,Competencies for teacher librarians in Malaysia / Abrizah Haji Abdullah.- Details in Pendeta Discovery
155,Complex searching over structured overlay under dynamic environment / Saiful Khan.- Details in Pendeta Discovery
156,Component based development using PRADO framework / Vanisri a/p Ramasamy.- Details in Pendeta Discovery
157,Component-based software development (CBSD) for web-based applications / Hazleen binti Aris.- Details in Pendeta Discovery
158,A component-oriented approach for developing mobile financial application system (MFAS) / Poon Kian Wah.- Details in Pendeta Discovery
159,Computational modeling of cerebellar model articulation controller / Alireza Jalali- Details in Pendeta Discovery
160,Computational optimization and investigation of conjugate heat and mass transfer in porous cavity / Azeem.- Details in Pendeta Discovery
161,Computer based intervention using emotion colour wheel for children with autism disorder / Syahrizal Bin Zaihadi.- Details in Pendeta Discovery
162,A computer learning environment for fraction word problems based on cognitive-communicative model / Azlina Ahmad.- Details in Pendeta Discovery
163,A computer managed instruction (CMI)-based tool to support information systems instructional processes / Wee Mee Chin.- Details in Pendeta Discovery
164,Computer supported collaborative knowledge construction learning environment / Siti Soraya binti Abdul Rahman.- Details in Pendeta Discovery
165,Computer supported systems for reflective learning / Hasti Khorasanizadeh.- Details in Pendeta Discovery
166,A computer-aided personality types analysis system using handwriting analysis technique / Yee Li Yi.- Details in Pendeta Discovery
167,A computer-aided system for the recording of hereditary diseases and analysis of genetic risks / Wong Voon Fui.- Details in Pendeta Discovery
168,Computer-based support tool for visualization of brain anatomy / Rosmiza Wahida Abdullah.- Details in Pendeta Discovery
169,Computer-generated fractals with medical application in trabecular bone structure / Hizmawati Madzin.- Details in Pendeta Discovery
170,Computerization of leave management system in Malaysian school / Mohd Haddy bin Md. Yatim.- Details in Pendeta Discovery
171,A computerized construction waste exchange system for Malaysia / Nur Hasnida binti Mohd Ramli.- Details in Pendeta Discovery
172,Concept mapping as a knowledge organizer for learning history / Shubashini Karunakaran.- Details in Pendeta Discovery
173,|Conception, integration, and experiences of information literacy through resource-based learning / Halida Yu.- Details in Pendeta Discovery|
174,Conceptual framework and instructional design process model supporting student-centric E-learning environment based on E-learning pedagogy and multiple intelligences theory / Kemalatha Krishnasamy.- Details in Pendeta Discovery
175,A configurable tool for dynamic web-enabled courseware development / Teo Hock Keong.- Details in Pendeta Discovery
176,Conjunctions in biological neural architectures for visual pose estimation / Tomas Maul.- Details in Pendeta Discovery
177,Constrained clustering approach to aid in remodularisation of object-oriented software systems / Chong Chun Yong.- Details in Pendeta Discovery
178,Constrained global optimization with hybrid of SP-QPSO using adaptive penalty method / Fatemeh Divan Bachari.- Details in Pendeta Discovery
179,Content-based image retrieval for blood cell images / Mohamad Reza Zare.- Details in Pendeta Discovery
180,Content-based image retrieval of blood cells based on colour / Alagu Rathina Bairavi.- Details in Pendeta Discovery
181,Continuing education needs of library and information science professionals in universities in Malaysia / Irni Izwah bt. Abu Bakar.- Details in Pendeta Discovery
182,Continuous integration for automated test execution with Jenkins / Azriana Sanimin.- Details in Pendeta Discovery
183,Continuous speech recognition for standard Malay using hidden Markov models / Noraini binti Mohamed.- Details in Pendeta Discovery
184,A cooperative co-evolutionary immune system detection mechanism (CoCo-ISDM) / Mehdi Jahanirad.- Details in Pendeta Discovery
185,CoPas : an experimental expert adviser system for cataloguing published conference proceedings / Sharon Manel De Silva.- Details in Pendeta Discovery
186,Coronary artery stenosis detection and visualization / Tang Sze Ling.- Details in Pendeta Discovery
187,Cost estimation tool for web-based application / Zulkefli bin Mansor.- Details in Pendeta Discovery
188,Criteria children use to choose books in selected children's public libraries in Kuala Lumpur and Petaling Jaya / Syahranah binti Ahmad Raqi.- Details in Pendeta Discovery
189,Critical success factors for an E-Tourism services implementation initiative / Ibrahim Hamed Alghafri.- Details in Pendeta Discovery
190,A CRM framework for a banking call centre / Roskhan bin Abdul Shukur.- Details in Pendeta Discovery
191,Cross platform smart device application to read the Arabic alphabets for autism children / Riyaz Ahamed A.H.- Details in Pendeta Discovery
192,Crosscutting concern identification at the requirements level using NLP / Busyairah Syd Ali.- Details in Pendeta Discovery
193,Cued recall graphical password system resistant to shoulder surfing / Lai Hooi Li @ Lee Hooi Li.- Details in Pendeta Discovery
194,The current status of resource centres in Malaysian Chinese schools / Yong Ngi Lang.- Details in Pendeta Discovery
