128,al-Risalah al-`alamiyah fi al-Islam wa-al-Masihiyah : dirasah muqaranah bayn mufakkiri al-Islam wa-mufakkiri al-Masihiyah / Hani `Ali `Ayad al-Balawi.- Details in Pendeta Discovery
129,al-Shahadah al-Maliziyah li-sina`at al-ta`am al-halal wa-ishamiha fi i`timad Maliziya al-mihwar al-dawli lil-halal / `Umar `Abduh Zara'i.- Details in Pendeta Discovery
130,al-Shaikh Mahmud al-Barzanji wa-wujuduh fi bina' mamlakat Kurdistan al-junubiyah 1918-1924 : dirasat tahliliyah tarikhiyah / Kamal Taher Rashid Barzanji.- Details in Pendeta Discovery
131,al-Shart wa-atharuhu al-fiqhiyah fi `aqd al-nikah : dirasah tahliliyah / Alawfi Omar Awadhallah.- Details in Pendeta Discovery
132,al-Shaykh `Abd al-Fattah al-Sayyid `Ajmi al-Marsafi wa-manhajuhu fi kitab Hidayah al-Qari' Ila Tajwid Kalam al-Bari / Khairul Anuar Mohamad ; al-mushrif Zulkifli Haji Mohd Yusoff.- Details in Pendeta Discovery
133,al-Shaykh `Abd al-Hamid Kishk wa-manhajuhu al-da`wa fi tafsirihi 
134,al-Sulh fi al-munaza`at al-tijariyah fi al-qanun al-tijari al-Misri / `Ubadah Tawfiq Ahmad Bahnasi.- Details in Pendeta Discovery
135,al-Sunan al-ilahiyah li-warithah al-ard : tafsiran mawdu`iyan / Ahmad ibn Jabir ibn Ali al-Maskari.- Details in Pendeta Discovery
136,Al-Sunnah and future planning for social solidarity : a study on social charities organizations in Saudi and Turkey / Hanaa Abubaker Babateen.- Details in Pendeta Discovery
137,al-Ta`allum al-ta`awuni wa atharuhu fi al-tadris wa halq dirasah al-sunnah al-nabawiyah / Sultan ibn Faysal al-Mu`addi al-Utaybi.- Details in Pendeta Discovery
138,al-Ta`alum wa-mazahirih fi daw' al-Sunnah al-Nabawiyah dirasath mawdu`iyyah mu`asarah / Khateja Fatima ; diselia oleh Dr. Faisal Ahmad Shah.- Details in Pendeta Discovery
139,al-Ta`ayish al-silmi `inda Sayyid Qutb fi tafsirihi fi zilal al-Qur'an / `Uthman Mandhu Malam Musa.- Details in Pendeta Discovery
140,|Al-Tabarruj menurut al-Qur'an dan al-Sunnah : suatu kajian mengenai kefahamannya di kalangan guru-guru wanita di Kota Bharu, Kelantan / Salihah binti Abdullah.- Details in Pendeta Discovery|
141,al-Tafriq al-qada'iy baina al-zawjain fi al-qanun al-`Iraqiy : dirasat tahliliah fiqhiah / Majid Idris Jumaah.- Details in Pendeta Discovery
142,al-Tafsir al-mawdu`i al-`Irfani `ind Abi al-Fadl Rashid al-Din al-Maybudi fi kashf al-asrar wa-`uddat al-abrar / Iman Kan`ani.- Details in Pendeta Discovery
143,al-Tajdid al-fiqhi `inda Ibn al-Amir al-Sa`ani wa atharuhu `ala al-mujtama` al-Yamani / Mugahed Abdullah Saleh al-Arashi.- Details in Pendeta Discovery
144,al-Tajdid fi tafsir wa-`ulum al-Qur'an `inda Muhammad Sa`id Ramadan al-Buti : dirasat mawdu`iyat tahliliyat / Salah al-Din ; al-mushrif Dr. Thabet Ahmad Abdallah Abu-Alhaj.- Details in Pendeta Discovery
145,al-Takaful fi Bangladesh : dirasat fiqhiyah tatbiqiyah / Issa Khan ; diselia Prof. Madya Dr. Noor Naemah Abd. Rahman.- Details in Pendeta Discovery
146,al-Tamthil al-diblumasi min al-manzur al-Islami wa atharuhu fi tanmiyat al-`alaqat al-dawliyah : dirasah tatbiqiyah Maliziya wa-al-Urdun namudhajan / `Issam Namr Mahmud Mar`abah.- Details in Pendeta Discovery
147,al-Tarbiyah al-Islamiyah fi muwajahah tahdiyat al-`awlamah al-thaqafiyah / Hamad Salem Dheif Allah Alkhawaldeh.- Details in Pendeta Discovery
148,al-Tarbiyah al-Islamiyah min khilal al-Hadith al-Nabawi : dirasah `an al-marhalah al-i`dadiyah fi Ghizzah Filastin / Muna Abu Marzuq.- Details in Pendeta Discovery
149,al-Tarikh al-siyasi lil-harakat al-sufiyah fi Ifriqiya al-gharbiyah ibban al-qarn al-tasi` `ashr / Tarek Ladjal.- Details in Pendeta Discovery
